"ASV_hash","Station_1","Station_10","Station_11","Station_12","Station_13","Station_14","Station_15","Station_16","Station_17","Station_18","Station_19","Station_2","Station_20","Station_21","Station_22","Station_3","Station_4","Station_5","Station_6","Station_7","Station_8","Station_9"
"0aae395b3b70c171c8302384c6318e1f",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0adb27ec432968acf9c1c0608a8e33ac",223,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
"0af462855793e68049baacdcadc4e1b1",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b1c2b9ed02095f223b442c9bdd35006",1613,1189,1718,1967,683,614,2869,1916,1955,1697,1662,691,3100,1797,1247,2392,1935,4709,1990,3497,3950,2471
"0b9143072f57ba3b07dc8fbda6310089",34,12,18,0,0,37,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"0b95feee5c93b0e3ad04838407a82f2f",127,0,0,16,0,0,0,0,0,0,0,0,34,174,501,20,0,0,0,0,0,0
"0bb104ffc3fc6158dd0449dc188c4e8e",5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"0c7b2717ea672107536748f4a88eda3b",12,0,0,0,0,0,177,0,48,69,0,0,212,141,0,0,0,9,14,1,5,0
"0c9555db9393750e7e5fa8c36125c9f6",303,0,0,0,0,0,75,0,179,0,0,67,76,38,0,241,114,276,60,92,52,76
"0cc1167de056bccb3eef09094fd07edf",128,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
"0cc35acf7a544c913594d4cd1f3b02ec",56,38,0,0,0,0,283,0,48,151,51,0,543,323,0,0,0,0,0,0,0,0
"0d3001c47d4f5061378d3fd000680ce9",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ddc8f6121e1d86a4944c7065024dccc",119,0,0,0,0,0,0,0,0,0,0,13,0,0,0,29,0,0,0,0,0,0
"0e26d35a67af25a2b4ce071c774db4a2",82,0,0,0,0,0,0,0,53,0,0,40,39,60,28,44,33,67,16,12,0,0
"0e775fc1584ed21db02c44461c5e120e",4632,3608,4387,7984,2864,2095,4925,7837,4716,1659,6030,2494,5718,5228,2121,3399,3216,7522,3192,5867,6809,4890
"0e83728f7ad4609c0503c725c0ca4881",372,712,295,304,53,43,9,624,155,0,294,297,36,34,13,300,131,235,18,27,95,596
"0ec706b168a53fe174340cf17598a7bc",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0f2551eb7c43e82c8bd59d9e51a5aadf",630,0,0,84,0,0,0,45,60,0,0,32,259,114,20,26,8,13,0,0,0,15
"0f66fa0c945c20a10b949e9982cb5ad0",84,0,0,30,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"0fe5ce07074e080b91b639fe05606b6f",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0feb00dd28ccec7cb1a9189e9e71b8ae",186,0,0,0,0,0,39,0,30,0,0,61,67,0,0,0,0,0,0,0,0,0
"10937812a8cd1af330124b28d002884c",92,0,0,0,51,0,0,0,0,0,0,0,0,16,273,25,0,0,0,0,0,0
"10b25ccd785f82cded9ec51bbaf0d852",130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124e0da8b6d9d65ebc6cf78c3d24768",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128a58e78732be04644724a2a05f39e",14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,5,0,0,0
"1169e4a9b8791b0ba26c062c610fed24",21,272,591,164,21,14,50,301,234,29,67,97,19,21,16,24,0,71,51,102,105,225
"117111ba8d2e175166c8bdfa86449a61",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11eebfce6fbdfb492350e33370742c5b",8,11,0,0,8,0,25,6,88,0,0,8,115,50,72,67,96,286,105,180,228,124
"12194dd3aa7849e8f2eab8c02bd12847",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12237c5245c16426720b28d7cfd51c17",9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12342bc5a8b458024ce32abaebef3521",101,92,8,92,0,0,353,131,235,156,21,172,300,70,0,324,311,680,290,593,468,578
"1246f2723d2f98c64c3353a95c8703cf",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1257835f77ae4c0b4c2b2351966abf7f",113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126acc3e515ec5eb6cde5fd4a1eab794",4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"126b37389bb58189d8d4f2384bd7bbee",83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126eef49164e4f5ce17d28b00cee8b89",11,0,0,15,0,0,14,0,38,13,0,0,17,9,0,0,0,0,0,0,0,0
"129e21da3d1fcc853f2b45458144789b",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349f4c44e05cce806cf03e2693f500c",200,0,0,0,0,0,0,0,0,0,0,38,76,83,214,0,0,0,0,0,0,0
"136ec4bdcffbc27fcfe12e9708f5f9c9",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13a3ac9b6aecb30353a4f16058455c77",27,0,0,0,0,0,0,0,0,0,0,72,30,17,0,54,0,38,0,0,0,0
"13b3a505b4953e193a61190855875c4a",82,0,0,0,0,0,25,0,0,0,0,39,46,33,0,38,0,0,0,0,0,0
"13e1001ff4ccb38036cd8cf1f00b8e34",23,0,33,0,0,0,0,0,0,0,56,48,88,97,33,0,0,0,0,0,0,0
"13eea987393ec9079bd9805404f0d4b3",2473,1521,1354,2033,630,606,4505,2363,3287,2135,1401,1718,4791,2532,1105,2765,2267,4462,1270,3538,4271,3074
"1432a67572488025f87af8426d8fd770",3,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,28,0,0
"143ebcc053425eefa45ff4ec867b4448",4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"149406eca345af3438fc056cf5da206f",578,424,380,368,178,149,256,318,230,82,377,158,171,101,47,279,339,932,516,602,634,511
"14dd23cee9943e49ad17e4f8108954d4",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14fecd5000cea1102ac7374fc576fdff",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150050ddffa83cf2c71b4954bfba9268",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534f70b6999779fbd9ab20469022ce1",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168a80b054cfc0ae1004a1c0689712af",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169af2a09b107672fdcb3197a6eaeab5",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16b6bd762ae8ce7ffe5d77e5a7fd28d4",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170dc904a688467f730c2e75362fcb1c",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1737888d1d43bef08ba02e666f978339",879,0,0,0,0,0,0,0,0,0,0,105,14,53,165,93,21,33,0,0,0,0
"177c8bd3bc0d2345ef61a69d83378771",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17b21b6f798685206ae031a985565b66",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180d31446f65d88af1543bcc0524cd30",143,36,10,69,0,0,0,0,26,0,0,14,0,0,0,4,9,28,0,0,0,30
"18123e25a327c779d6a1c76d6703bb68",14,0,0,0,14,0,0,0,20,0,0,17,0,0,0,27,7,45,13,13,12,6
"18e1cb84e6e559c5e508f6d4b3005ee1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191ff32ac07315e350ba73c5d3772762",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195d16225396d4466eaf0d521cb48728",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"19a97ce61e5838cdf56cc50b2f113b02",47,203,638,109,40,33,58,476,88,57,51,167,73,37,79,20,47,88,129,153,283,404
"19bdec301e02a69243a2e775b8fad21b",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a0cfd3dd3554da6277699be2faac781",15,0,2,0,0,2,0,5,2,10,0,16,17,2,20,16,28,88,26,17,19,13
"1ad5c98fdc5c5dfdc6ba81ab92ace215",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b755d88f7eed9a9316f2169d7ba463d",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1bc515403fe3782d52bcbb710ae17af6",9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0
"1bf86fa9f8390cda767993a8b0e1caa2",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c2db6bdf83c503d1c7a4f2ff92c2e5c",34,0,0,0,0,0,0,0,0,0,0,0,36,6,18,10,0,4,0,0,0,0
"1c406f8a2c6eaea280fda9488a72ad44",509,0,0,0,0,0,0,0,0,0,0,26,0,0,156,0,0,0,0,0,0,0
"1c6076d334639e4c270b1bf3dabd352d",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c6ea2c179b0306922916c1828edac33",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cd7d6272cbfb05b19d19df5e82446d8",63,0,0,0,0,0,0,0,0,0,0,0,10,9,0,13,27,23,20,0,0,0
"1ce3b5c6d85ce967f8677e23e3e9b0be",12247,3596,4525,4560,1475,2162,4190,4844,2587,1568,4896,3847,6639,5223,4267,4311,4041,8839,4710,4851,4152,3060
"1cf354e9fa6ab14d2e27b9aea534f5ba",85,53,6,109,0,0,37,70,42,21,0,7,68,13,0,31,0,54,0,0,0,23
"1d4c81120d1f75d089aca2353f4f811d",21,6,50,14,3,3,0,7,5,0,51,0,0,0,0,0,0,0,0,0,0,0
"1df60b9f54cf25fefe73d5e70fa3c2a8",23,107,59,116,26,35,93,115,142,60,74,92,266,126,44,198,138,351,156,268,242,159
"1e614f8afc3f5658f8a367c418dde0f9",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e85fa0471d71816003f3c9945ccb79d",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1f0c68a48a3b74ba0ecb1a49d52f8d74",18,3,2,32,14,0,0,123,3,0,5,0,32,0,0,0,0,0,0,0,0,0
"1f344f9b751898ccc2e28e0593d6f2e9",1040,0,0,0,0,0,0,16,0,0,0,126,34,197,406,36,0,27,0,0,0,0
"1f36843a38c5ddb48788a315c9ad44d3",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f8ca282cfb0f42d5afce37fa24618df",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20036f38dfcdaf3a302a4eda9eb3f5ca",45,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"203b29882c32ea8d29f919a8f004b0e3",35,0,0,0,0,0,39,0,42,48,0,0,92,75,0,0,0,0,0,25,16,44
"20466aab8fcf946533b059221bc61495",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207b6f8fbf03f38c263c6f082be86b1d",26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"209247924618f2f48c1f0f842aba5370",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20958c99cbc59cfb3772a81d5c7e7835",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20a0d2f150b3312772f5c00e54fd7baf",546,173,27,483,12,27,104,533,184,42,29,60,221,142,93,144,61,65,18,0,53,286
"20b6fc421c4b84a3b642b018d6224408",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212dbf4c7d5ad96ed75d3444cd46c027",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217fb1a19a3f8773d0b3da1ed81abb76",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21ddfc89c4ff2cf41bd991c7a8f4831f",20,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
"23055c37de39165a762be57551f854fa",78,125,114,97,193,78,142,50,44,67,476,109,184,44,12,62,65,250,179,258,303,445
"23c35ac9d3abd8fbd11b1df70f872f49",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24415ddc9cc2e1ac185f04d39ec5224a",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2487ebb90f38e309bfaecc53d0d2caed",12,0,0,0,0,0,21,12,0,5,0,0,0,0,8,9,0,25,0,13,8,7
"24e8396f80930ad91ce87d14f9a15db5",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250e04c615f6a25418beff7be797f69e",48,84,76,415,30,0,130,358,128,37,163,67,268,237,119,89,107,118,112,142,162,97
"253c1e2008eaa6882c688b2e49702d27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255823506ddfddc9954c1d3679eb76a2",84,30,92,34,0,0,0,44,124,0,43,28,102,0,0,0,0,0,0,0,0,32
"25daee8a412e3b8656cd805e474bc41a",78,0,0,0,0,0,27,0,7,0,0,36,16,7,0,109,26,245,51,0,8,0
"2613e7c2b3da29c3286e90918fe622aa",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26beccec978ee96b9c0fa589a5bd096e",269,274,253,1161,109,118,287,863,359,105,390,290,426,623,300,323,331,498,244,471,456,416
"2715b9cb24a888f0a0ca4ca865e971cd",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279388f8d31068b6561d5becab7493a2",14,0,65,98,0,39,0,57,80,0,66,0,0,0,19,0,0,0,0,0,0,0
"2799df262ef0beded17a046506cc8158",77,0,0,0,0,0,0,0,0,0,0,91,0,0,0,85,0,110,0,0,0,0
"27ca2b8f287c3a7e4d864cc870cf67b7",4255,0,0,0,0,0,50,0,89,0,0,692,469,1614,767,270,79,0,0,0,0,19
"285b92aa08356362aec6bbfd9d26739f",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2902fa7a3fca9e0b052dc943ab9c5ef0",13,0,0,15,0,0,0,40,0,0,0,9,0,0,0,0,0,21,0,0,0,0
"290b923ad820afe0613a6cd38cc65e49",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2997f1920aefbb91632b549f2538b73b",1162,534,785,509,532,537,237,480,113,72,605,692,426,243,449,1275,1261,3861,2419,2127,1516,184
"2a816e7529f05239b67efd7efc95981b",283,0,19,114,0,20,409,176,238,300,0,57,1358,603,483,33,0,0,0,0,0,0
"2a8902eb5fa170fedba31ba8e97f247f",78,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
"2aa9a3c6f6965c9b78a271efe8096b99",25,0,11,7,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ada8d88c20975aa3a74133cb88d2e7e",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b57c198938e7481ac86753a8cfaa087",44,53,46,41,19,19,93,40,37,59,58,52,93,80,20,156,136,222,84,281,292,197
"2be35a08901c62b3d5391c7dee65afaa",27,0,23,17,4,7,0,0,25,0,15,0,13,0,0,0,0,4,31,55,25,22
"2c02e94292fc4564e5b7b6a590cc16a8",21,108,0,168,0,0,189,131,128,102,88,67,226,98,10,119,112,244,73,182,299,219
"2c854543acfb916917e942b8e5e58c67",171,0,0,0,0,0,47,0,0,0,0,133,84,146,16,107,94,113,0,0,0,0
"2c99e9d4dbd7344798766318460bc89a",5,11,12,9,13,7,0,7,0,0,17,3,0,0,0,0,0,14,11,0,15,12
"2d040ecb3b111f8245cb4fbb9ba7f701",103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d5a2b14baa0f792837df2826812487b",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2dbeb9e3b59e5bfd1c008959d535fd97",48,0,0,0,0,0,0,0,0,0,0,0,0,30,61,0,0,0,0,0,0,0
"2dda0cf7fe5fd5572f238ac760be6590",278,0,0,11,0,0,0,26,0,0,0,0,9,31,32,0,0,0,0,0,0,0
"2ddfcd91636853ea427bfd186377cd65",26,14,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0
"2fc14f15ff4d8d0c289c00ec047ffa16",5,0,0,0,0,0,0,0,7,0,0,0,0,12,0,3,0,12,10,2,0,0
"2ff0a172c72d96fac751f72b803c6ee7",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302c1266eea1521af00eb9e26491e3f3",17,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0
"311bfce3b55e75cbc8ed5281f6d5c51b",32,127,227,151,74,68,166,209,77,76,169,99,191,101,44,129,67,239,81,126,120,252
"315cb56724619f962cb6258b10d758b3",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31cdc80749c68444967558c828edd101",6,0,0,0,0,0,5,4,11,0,0,0,0,3,0,0,4,0,0,6,9,0
"31d4b4363c844bb0088a9c7a1e3931c2",12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"31f18280654c3b734dc52067fad44df7",431,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"3215542e26deca21852ea61f218ef4c6",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32a7bd5b9e8b277c8dac84311796443d",27,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"339277019fe12bc3cac9b8895e27d5cc",21,0,0,23,0,0,26,0,31,0,0,0,36,35,41,0,0,0,0,0,0,0
"33fc6b48715b25ec074e9133cecb4732",557,218,1077,32,0,67,164,117,59,27,847,66,293,772,0,0,0,0,0,0,0,0
"3441b55697a9ee5d7140a1b463d8513e",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346156877f20fa84460057ee3c1a7bf0",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,29,26,0,0,0
"3468430277ce2317dec6f413dcfaa03e",688,0,0,0,0,0,217,0,113,90,0,144,254,117,0,274,228,578,465,116,93,146
"34b36c0071414535f29d7558a25a8f3f",100,0,0,53,0,0,0,38,0,0,0,50,0,64,210,65,0,70,53,70,74,0
"352b66fc317d7b0dc13b8225b498c776",100,48,13,44,0,10,0,30,0,0,32,24,0,0,0,27,0,0,0,0,0,21
"359f9128624de8b7042270cc48029c5e",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361ec747865226a8211017d78bba867e",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361f766ed6c3d29a077fccb9ff0d8297",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36b11885631f0b008316f0bf57dfc5dc",18,0,0,0,0,0,0,0,0,0,0,62,0,0,0,138,0,13,0,0,0,0
"36fc88ca1935c38b27ba186405299d52",67,0,0,0,0,0,0,0,35,0,0,21,6,0,0,0,0,22,0,0,0,0
"3712a02b39bb4b67d04488b3c54d0741",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371ecc8e7681ec2a546f2da850a96f0b",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3748688a4e970f64a45f6be6b4e0268f",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3754b474d7e5d262794cf0d3e078f006",24,48,24,9,24,65,0,18,0,0,96,0,0,0,0,0,0,0,3,6,11,7
"3806c4074d9b1184d1d2cf51707f2242",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3884fb1d5f993daf646a1e6d86ea5e00",103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39fba7cdd880f5c15d5d66104b39f79b",11,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"3a0517cdee0985b52725aeefa4cf86a3",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3a15db1c9e3ab24a60e364854be4c8c8",202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3a692c573f1c89e26f98a8c357a10a96",93,0,0,0,0,0,20,0,18,8,0,35,36,141,25,27,15,10,0,0,0,0
"3a7ce0ccb13a4a5fd5c45725d7cc2375",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b8a6a1e831ff317190dab9392eae0db",104,83,52,112,49,17,13,109,25,10,84,27,47,41,35,101,32,40,0,0,45,0
"3b9848bcf6e8ea84a7d5ba080be7fefe",2150,192,46,299,0,0,366,320,624,234,43,579,545,301,223,956,716,2293,897,1729,2384,1057
"3cb139c679813b5db4a21f95b1f673c5",165,73,0,0,0,0,357,0,59,79,0,123,170,0,0,323,221,636,159,257,416,454
"3ce75cd3fc45da312be462504f90da53",672,0,0,0,0,0,244,0,159,133,0,190,548,250,110,297,270,682,190,235,296,171
"3d0d96ced1f2cb596c86e245d598baa2",149,540,570,941,275,293,344,1042,534,227,557,92,1142,292,175,179,111,541,370,778,792,748
"3d1bcf41baec18a6feb2ddb21c3c8b98",217,0,0,164,0,0,84,195,52,0,43,0,283,282,167,0,0,63,0,0,45,36
"3d852410f44d21c92c9c55fbbb25187e",141,0,0,0,0,0,131,0,0,315,0,7,273,469,125,0,0,0,0,0,0,0
"3da276b0f02020460280634bfa26644a",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3dd005fb3f850d7f9e411dd37d06d8fa",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e72b8de860ab796bf7f5dde632be5c9",149,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"3eb760e60f9536beecf2260e8065c645",74,14,0,10,0,0,0,31,0,0,42,20,0,26,301,0,0,0,0,0,0,0
