"ASV_hash","Station_1","Station_10","Station_11","Station_12","Station_13","Station_14","Station_16","Station_17","Station_18","Station_19","Station_2","Station_20","Station_21","Station_22","Station_23","Station_24","Station_25","Station_26","Station_27","Station_28","Station_29","Station_4","Station_5","Station_6","Station_7","Station_8","Station_9"
"195ea9722f0b93a0b071e5fc0cafddce",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"1b11499cd437268f7a338f714c4d5310",56,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b3fa77eba4bae52afb1f34390edc70f",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c0700de5bb9dac6ff383bd9a5fce2d4",24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c2db6bdf83c503d1c7a4f2ff92c2e5c",2407,5,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,874,110,140,126,1302,2655,4977,822,199
"1c7831920e5fcbc6b6c2d941203cfdf1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cd5cfbf80b074c4058a35ef1992ed3e",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"1ce3b5c6d85ce967f8677e23e3e9b0be",270,7694,6231,2670,3188,1656,1444,2448,5246,4008,403,5696,3270,3492,2688,3172,580,2013,2653,3047,1188,0,818,2686,2718,2343,3449
"1e3b0f189a3e1769192db4777a5a2932",12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,43,41,20,0
"1e4c5137b032733ade6a25be5191ea2a",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e559af431c797629eb8bcc711404353",4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,110,0,0,0,0
"1f32b06b52d5ce3b6dfc07179eac288b",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f37e19c844e9bd8878b16056a44d9b4",27,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0
"20498a8e3b02eaefd2ad676c08e833f1",51,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"225517f1218e42edda4a51acc1a627a5",14,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"2319f5c365f81c6d76cdaebc4c4a882f",83,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,111,17,0,0,0,0
"232877cb0771eb392eaf6455281afb41",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234e32785256a6771ae89b58316938a1",76,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,92,56,54,0,0
"24391a61ecf7755e987d37a3383ff836",38,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
"24e35dc7376c08954c121bd530382ebc",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"2569fc58a228d0f281874635cc9955e1",419,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,360,1159,612,322,473,0
"25974b2c3d9e24198dca4fef252aa64d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272b8eefe917ada851cc8bae5fdfc176",159,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,68,27,37,0,0
"290d848b5962c50df4844b8430d064fd",11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"29782a186483c0ebd2f7478ac721a797",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2997f1920aefbb91632b549f2538b73b",11,655,262,97,84,30,56,56,392,271,3,424,273,153,112,256,46,194,317,359,166,0,376,1371,1082,1874,3294
"29e147348364f25451b2729361ae568f",657,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,24,5,11,0,0
"2a28739b3218cdd4c006bd5c39ceb124",9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,69,0,0,0,6,0,0,0
"2af2670bdee517ce13cf5265c55b427c",58,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"2b2adc9f6ab7fdc0302c7bb33e159192",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b56a275901dbab7eaaf7479111fa7f9",14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b7cd9574edda19cbe5973a4428db74b",114,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,113,155,0,0,0,0
"2c7bffd0168777d0e53c65160ac840f0",262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,0,0,0,0
"2c8e0b8eb75c7455fe9f2af250f2c63e",758,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0
"2d7aa2727109de2658bdc5f36627034b",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d7cdb51c8d99a40a58fcaca2c3f31e5",4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0
"2da25da57be09d2c39704b95d7379184",186,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2dbeb9e3b59e5bfd1c008959d535fd97",50,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,55,95,49,0,71,173,200,114,54
"2e04fa7eb049fc5736d3156f35820892",23,109,109,41,102,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,75,0,0,16,23,12
"2ebc55373df5bc2f6a6ca1969977087d",15,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,1,0,67,0,40
"2f72a212b9a2db1f2d4b1693515b67a1",16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2fac44b95ab4a305916fd9f7f1335a54",8,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300945a13ba328715d5f6b7878d252d2",165,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,166,6,0,0,0,0
"307176769bd6b53e2fab90260573b11e",49,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3113fca6e20644fd854a409b77f6f667",366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319db778c934ef5b37e083b12aa610c6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3233ff376d6bdb39f153e9a986aca6b5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3292eb5bd4465e30eca8079c145bd009",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32f830e27fab1e9d47388c33d26a8639",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"336802777d5cd242c23431b4dd1011ff",46,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"3419c9aa7d83b313158b3334d1ea3b6f",286,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34522202151edba7574e3c46e9a722fc",3,117,44,7,7,0,0,0,3,11,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,18,73
"35f532dd87d6dcbe3254e991bd44a17b",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3678a1f0d18714b580523f79803b9c4e",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36a60160b69ba7aa558df2826891e756",88,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,61,122,0,0
"36c67652878114089e0353313c6262f2",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37d58bed1953819d98ae31fd87959e9f",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3867218b8bc9694e2f23592a7417874c",29,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,18,0,113,421,551,0
"398d57e1a487cc50a14e4c0de81a70f8",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"39d96e147293b4a86906e5125d55c965",13,0,33,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,13,41,5,0,6
"3b234e83d48ef36f2c965770421a8043",131,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,3915,129,150,0,0,0
"3b7aaf2a4be14a87b97acf1c12b7d88a",57,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
"3bd8d8602f91b9ec58adabadcd456003",140,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c207ec51985bebd52407c2b4cce0b98",6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c32c4bd94c5ecc982b9306d0f2c6e9a",12,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,3,0,9,10,5
"3c732a7edae66c0e41e06067d0ac801a",103,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,0,0,355,0,0,203,7606,693,1134,141,0
"3c7e7bedb36a78042e3411a528800937",12,7,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,191,0,0,26,0,0
"3ce90fd6e1d6924ebb9a3f8cbd35a9ce",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3dc44512f2dbf20c2e10fc4fc9c02ff3",47,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ddb87be5f1e731b40012be7394d8e4e",6,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3eb760e60f9536beecf2260e8065c645",23,0,0,27,45,13,0,0,0,0,0,0,0,185,58,0,0,0,53,852,49,0,130,0,0,0,0
"3f906c956bfe2947b7244484f733ac7b",28,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,67,138,86,51,46
"3fe3e4e3d14c8ad7e621f6a691f562d7",187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401a67858704d406087efd35334e84e1",718,5627,2711,2994,3693,1816,2841,3428,2889,1449,1073,2122,2721,2957,1490,1512,176,681,371,1124,368,16,1302,2481,1648,1060,2091
"4207b89526530972c49169b7dc2358bd",17,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434a332e9391edc42f2971373a2e02c1",48,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435a6fdc4dbe12b324ad99352d35b48d",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,15,3,10,0,0
"436e8114fce3c50753c6d15d9c57aa20",127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"43ad9983d3a03675069bda53da962ea8",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441bd85c00741449d65f3c5cd23d264c",6,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443de14dc52c6fa3c955f9a626c50641",41,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,1265,2,2,0,0,0
"455e7692d3d2ce13b096f459538317b5",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46549d00f59f164dcf016baf62e97dbe",71,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,5,108,0,0,0,0
"4899fa03bbc38f610606dc2330843d6f",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49cc3f1b842a04c4fc62ab018166c9aa",63,1010,832,462,2000,341,24,22,0,0,100,0,0,0,0,0,0,0,0,0,0,137,12206,2256,1932,2465,985
"4a291cfaac507503adeac73e761ea770",67,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,25,21,12,3,0,0
"4b08f25a2eae1402404e96bd8579bb45",420,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"4c18ca864a91b76a99fe984b189843f4",9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ccc1485656124cb3a6bab2ce0d04e49",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4d06de76c3b8dbda3c5256c76e425cc9",2,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4d8e2372804de2264b3be37e87bb00a7",132,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"4f5e6ca5f07d3fa44e1d288e604114f3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"4f63e0b7dbce5cd4de7b8f90844e5ac6",214,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,46,113,145,659,302,0
"500088ad502db12cf190a0d908640cf1",80,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,45,338,706,1494,1565,97
"50a0c3221c68046dfc96e032aff1ccd8",67,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,14,106,173,156,41,0
"50d37c40d6079e24cd4a7c08ef6fdda0",3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"517e57821fff49cbf0fe3fde07416754",62,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,8,0,98,245,136,104,67
"51eecff7790e80cbbd6b104c9e2494ed",78,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,64,135,7,24,9,0
"524f645cf921d1ad2a3f6d0a4d625576",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"527e0e8349e2cf03e10a60a6be3f64fc",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"52cc06f3ee5164463beb6eba107a3a0f",76,52,339,48,66,10,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,159,450,100,378,21,78
"53578ed56ee25b15ce5a39c3cbd67363",38,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"5385c35806ef1ba8476dccdec34d4657",152,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5493fb3cb6f5fd0a52b33893ba1af0ac",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54988ecf10dd5d89674a5517667bee14",59,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"5556427308f27c2bac8d992d50706b06",15,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0
"55b5f66dad4611f382da1833963a9cb4",34,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588253f8c914de60cbb9577946854a39",462,1502,142,27,29,12,0,0,16,1,499,5,0,0,2,15,1,22,2602,2446,2200,0,722,2282,2091,4006,13108
"5a7036f914f86c398381b62f84f23bee",135,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
"5a94578dd1d7cdd039a52f1c7079f874",1231,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,135,532,55,268,0,0
"5b32cd77460f364e5a7cca2b57bee63c",12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c08e10de9415ed5857bf30576555dcd",4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5cb1250cec910e6819b838249878d53a",18,411,534,643,520,691,1181,1809,836,763,0,1098,1336,1104,602,353,128,194,68,127,79,0,0,24,22,19,22
"5d2323bb07038ce07da1e03612689384",208,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
"5e77fe1f72cd555bc658081272084b80",33,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0
"5f65d87ad5d03ee9410c2cde5f4e47f5",695,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,8,10,24,101,442,352,47,24,0
"5f8983fcf593d614613897793fa746db",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f98bc25ee656afa8562c615ea80c988",22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62893615d4a1b87e946608c8cbe7ad39",39,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,172,719,1051,1208,591
"634f80ca6ebe8d8dbf6839466203588e",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6388564e4b25815b40d34be01eb2c574",183,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,97,50,0,62,39,0
"644b390967d994f288a731cf3fa4cd19",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6535f44f34ab933cad7265fa384ce933",9898,0,0,0,0,0,0,0,0,0,16069,0,0,0,0,0,0,0,0,0,0,19087,5692,5125,4741,3303,85
"654dc88cca10f108ccd52768bb724d04",1249,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,14,74,3365,1658,131,0
"659ed5c028a49ac18495504f2073e0bb",119,5,4,31,0,30,6,28,0,0,330,0,0,24,23,5,0,3,8,0,0,17,141,239,659,32,24
"65c991d9e79fbbd468439728838f0518",341,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
"65f856f89e01d3fe3a1205f9a1214f1d",20,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
"6689a3117d76340f264ccd4e32eaa695",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66d62bca8db324fbdd73ffb66e1b068e",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677b4f3a806dbc7a494514ab842a40f6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67baf13c52dd5420b4c1657bc073e907",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67c219dd54817c53f58880534a725dee",6,233,195,216,66,539,361,201,171,208,0,245,542,108,122,25,0,32,27,81,16,0,7,92,58,42,81
"685d5c623220b4f54cf0653269b504f2",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688550e839137d4b55c6e4e7a98c82dc",3742,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,2004,685,86,492,83,0
"6952b6d3ad9d3b29de0d7d0d47946171",101,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69b8d8e62cef1f982d8eb2a6d18f1474",56,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,50,114,0
"6a3f43ace0d5bb2a33b6f00cc49ba841",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b9dd64d080d53d989a8407d9806429e",14646,0,0,0,0,0,0,0,0,0,4669,0,0,0,0,0,0,0,0,0,1920,3389,3925,492,86,209,30
"6bce1a1f0c267710a0ef92dd779dff87",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cf29349564664588ed36d4dd44dc2bf",14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,0
"6d7ff7174dd9452ae154925540e10648",21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,70,239,182,75,185
"6e9cd381cafd75d43e52eca63f2b3b57",27,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,0,0,0,0,0,0
