"ASV_hash","Station_1","Station_11","Station_12","Station_13","Station_14","Station_15","Station_16","Station_18","Station_19","Station_2","Station_20","Station_21","Station_23","Station_25","Station_26","Station_27","Station_29","Station_3","Station_31","Station_4","Station_5","Station_6","Station_7","Station_8"
"0e9aadaf939b399492ad0509bc6b207c",219,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,210,299,0,281,0,0,0,0
"0e9ce56fa49a75312b7d6037f8347c64",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,69,0,194,125,0,23,0
"0ead4962074f2f98243fa152ea8d4f70",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0edd6a4a051f671ea002dd7642265a5c",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"0f8ce40eb7aa274fda9975b7fed0ff75",80,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
"0fca412bdcb737e5b7e1a2b0cdceada3",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,32,106,0,0,0
"10601fbe335c2a4d750ba7ce809ab1be",176,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,445,0,349,428,0,0,0
"1074cd11b1f1a5a5f8b10567dfefd03c",560,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10a29505fd30cf93ded5ed4f1ba80f2f",232,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10bf04610d0e6f8a7b0f7e39820b1c36",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169e4a9b8791b0ba26c062c610fed24",219,0,0,0,0,0,27,20,0,103,29,0,158,83,228,0,229,86,31,134,54,51,113,0
"11cf170f4bb3ec4f3c5aa5b29b35728f",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,32,11,1,108,0
"11eebfce6fbdfb492350e33370742c5b",77,0,0,0,0,0,0,0,0,36,20,0,55,0,108,0,0,0,0,0,0,0,0,0
"12342bc5a8b458024ce32abaebef3521",375,0,0,0,0,0,0,0,0,128,0,0,527,220,1117,0,182,0,0,0,0,0,0,0
"127438ddaebedb754d91e47193098eb0",10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"12b395e24b1bd194e86fc49b4c1b8567",58,0,0,0,0,0,0,0,0,60,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"12d1eaf07de6878166ab954c6bed8efc",100,0,0,0,0,0,0,0,0,81,0,0,6,0,113,0,58,141,0,63,226,2,20,0
"12d5ccc750efc584519f6dc6e8badba0",144,0,0,0,0,0,0,0,0,75,0,0,0,0,116,0,46,87,0,83,211,53,0,0
"1349107ded88ea96c02c60ffe7d5d39f",20,0,0,0,0,0,0,0,0,0,0,0,26,0,126,0,48,0,0,0,0,0,0,0
"136b19f05eff5715b5d259885254d86a",259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13c5cc12075eda17483153a7fc8935b2",403,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,73,176,0,162,504,0,0,0
"13eea987393ec9079bd9805404f0d4b3",4572,0,0,0,31,0,60,211,1151,2938,1073,0,4031,2210,6438,0,2102,3182,48,1581,2424,789,1331,0
"140180901dc7e8807e3801a7f0727307",351,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,389,0,538,692,209,772,0
"1401cfd6a11ecc38fc403120fd9baf85",364,0,0,0,0,0,0,0,0,0,0,0,0,388,2187,0,552,0,0,0,0,0,0,0
"14244a5ca23d163c729d468f01ccc474",109,0,0,0,0,0,0,0,0,100,11,0,6,0,145,0,98,73,0,40,0,211,655,0
"142f2ec88ac4198d2efdfe1cac90c127",80,0,0,0,0,0,0,0,0,45,0,0,0,0,122,0,26,0,0,0,0,0,0,0
"149406eca345af3438fc056cf5da206f",770,0,0,0,0,0,0,0,0,391,0,0,0,0,698,0,429,445,0,232,885,303,375,0
"14b80c114f83d3890a10ea17a66e3ac5",112,0,0,0,0,0,0,0,51,127,0,0,316,127,372,0,58,0,0,0,0,143,188,0
"155887d600fc88a24f01cd62da008cb3",324,0,0,0,0,0,0,0,0,243,0,0,0,0,19,0,0,520,0,472,923,0,0,0
"15f796ea0adb378a6d8ac787878d3c8f",41,0,0,0,0,0,0,0,0,0,0,0,55,152,426,0,121,0,0,0,0,0,0,0
"165a62755cb0b724445cbfdb91a0d88d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16d3577883c87f89765debae6e5a37ea",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17570bfd63a662662c162d7b154a8b5e",105,0,0,0,0,0,0,0,0,35,0,0,48,0,0,0,0,0,0,0,0,0,0,0
"17e438c80b10674cc2729bc6369d5741",127,0,0,0,0,0,0,0,0,22,0,0,81,0,89,0,32,0,0,0,50,0,0,0
"18cc96d56ee564d4187aa07d16249ae1",18,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,375,0,268,350,315,539,0
"18fa9617c69e9a479447eadaa5ba5599",68,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198e92c86ec244951e2909fe7206e5e0",426,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,49,102,0,142,340,0,0,0
"19c34eeb4b657a943f58371f8520081e",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19d4543916f91161150487b1198750d2",37,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,327,0,86,446,131,12,0
"19d5d336e114851a607429967265945d",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
"19f0a37a88e817b9e5811f9d367d2b0c",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,643,0,0,0
"1a4875178cfc6b489664bde9b8e4896c",241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a7732dfe27d6838b8c1778357f57964",84,0,0,0,0,27,0,0,0,146,0,0,39,16,24,0,0,21,10,0,34,21,0,0
"1ac4b71c8262bddc28ceba53696c5819",170,0,0,0,0,0,0,0,0,72,0,0,45,0,238,0,0,34,0,106,439,0,0,0
"1b463cbdf6c28b8337161bdfa3ecbd5d",419,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1bdfd2a2ff2002fb7f18ae06c2837de7",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c875901a43154e042686ec943280208",109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cb0ca0ae381b57ed0063a040ff6e6df",114,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,320,0,67,445,0,0,0
"1ce3b5c6d85ce967f8677e23e3e9b0be",2949,2413,1452,2633,1602,9672,6918,8893,9888,1950,8401,1037,7576,4114,15844,2704,4598,2710,8091,1118,1910,6409,11662,1057
"1cf354e9fa6ab14d2e27b9aea534f5ba",207,0,0,0,0,0,0,0,0,102,0,0,55,56,401,0,147,0,26,0,276,0,0,0
"1de79d6d49f3c7874f351b1f7878996b",111,0,0,0,0,0,0,0,0,46,0,0,0,96,0,0,0,92,0,121,448,95,0,0
"1df60b9f54cf25fefe73d5e70fa3c2a8",322,0,0,0,0,0,0,0,0,199,0,0,106,113,292,0,111,293,0,139,194,293,481,0
"1e2cc6e89c75793ae72dfe764a7525d3",44,0,0,0,0,0,0,0,0,63,0,0,0,0,70,0,71,0,0,0,0,150,312,0
"1e6579e1b233aa1fc21178159bc7a12d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e69c9c9d36e838892bd47085bf21c01",1408,0,0,0,0,0,0,0,0,894,0,0,116,317,1147,0,347,374,0,361,806,41,0,0
"1e9fbfe8e37e0a917472f28a1210f01b",269,0,0,0,0,0,0,0,0,203,0,0,0,0,211,0,128,0,0,0,258,141,163,0
"1ee1d3f628754c04c9c026be00456226",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ee761079e88482abc182ead6ae6f91d",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f0c68a48a3b74ba0ecb1a49d52f8d74",135,0,0,0,0,0,0,0,0,139,0,0,0,91,332,0,197,211,0,0,0,339,455,0
"1f72abcb65043997d3aa9a6b09e35cbc",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0
"1fa0477fd45879a7eb74ae649c604e24",172,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,146,0,0,0,0,0,0,0
"20036f38dfcdaf3a302a4eda9eb3f5ca",84,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"202b53aaa5d54a92df25e3f2a6c79579",33,0,0,0,0,0,0,0,0,27,0,0,0,0,76,0,0,56,0,64,346,132,497,0
"20a0d2f150b3312772f5c00e54fd7baf",517,0,0,0,0,238,324,1450,1124,271,1133,0,341,218,1170,0,364,1112,518,1170,3067,2058,2683,0
"20aba9705877df8d95d85f918aabfa1d",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0
"21ffe6be12b95e1a659f101afa9d86a8",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"22f5d80a2edbd5716077dea3e530e342",65,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ea082ed983ab9950090eec6e44483e",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23f30615549185a58488d60ec2cc9761",95,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,10,117,0,69,33,0,0,0
"2420a403f528f62fb5ba1fc74012d78b",69,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
"24463bca258742a76d4b1b4b24bb0f32",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2481ddadcb9db8408da0238c6298d2c5",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250e04c615f6a25418beff7be797f69e",431,0,0,0,0,0,0,0,279,367,285,0,170,0,440,0,187,0,0,0,0,144,341,0
"256be91fb63e047db86ad1b5bb2e9863",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25c9e9cf7267cffab7da7d245830cb45",40,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25d091a165ce791a2a7b9b7e29e7e78f",29,0,0,0,9,0,0,0,19,0,0,0,0,0,29,0,10,0,0,12,12,7,0,0
"26890e84294dff1f0c41306271cab529",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268918cd7c0eee05d087f43a1a36b428",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26b516b9c624e29db70b6f00680208ec",14,0,0,0,0,0,0,0,0,0,0,0,0,256,597,0,61,0,0,0,0,166,419,0
"26beccec978ee96b9c0fa589a5bd096e",995,0,0,0,0,130,262,632,699,780,565,0,836,564,2772,0,881,643,293,352,337,644,1246,0
"277af4354dc8521ce11b2fb41e1b9a96",270,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,21,33,0,0,229,18,67,0
"2788e95639a62439e5015dcb27233409",44,0,0,0,0,0,0,0,0,0,0,0,67,97,188,0,0,0,0,0,0,0,0,0
"28b656b5e717e92fa2e77d8098dba650",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2902fa7a3fca9e0b052dc943ab9c5ef0",20,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"297edbeb2495f289b49886f432beef59",38,0,0,0,0,0,0,0,0,28,0,0,44,0,0,0,0,0,0,0,0,0,0,0
"29808558f20a5459a28bf60ddf886cd5",1039,0,0,0,0,0,0,0,0,701,0,0,0,240,1608,0,600,1175,0,372,834,386,473,0
"2997f1920aefbb91632b549f2538b73b",74,43,0,126,209,3028,2250,2651,1290,88,1181,0,303,139,943,13,262,190,2317,70,440,613,1190,1
"2a63ba591c9784407ff5dc8f417f9d7f",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,35,0,0,0,0
"2a816e7529f05239b67efd7efc95981b",68,0,0,0,0,173,0,0,170,0,201,0,68,0,126,0,168,0,0,0,0,0,0,0
"2ad1739d96b9a7e5340c1c2fa311fdc3",111,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b1ff103a55a509d19983e7126d89c19",55,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,101,0,119,221,580,921,0
"2b41829c253ece7b43654ad554790922",287,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,44,44,0,0,72,0,0,0
"2b57c198938e7481ac86753a8cfaa087",181,0,0,0,0,0,0,0,3,120,0,0,29,45,170,0,40,805,0,242,706,42,58,0
"2b9dc8416635162d471a038533236f10",123,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,449,0,0,545,0,0,0
"2bab1af5b11f4de526b8dbfcc5d8c44a",22,0,0,1,0,0,79,101,262,10,274,0,144,55,158,0,54,0,89,0,0,0,55,0
"2bda0846b7ea1488b719ee947044901a",157,0,0,0,0,0,0,0,0,81,0,0,0,33,212,0,78,38,0,109,0,0,0,0
"2be35a08901c62b3d5391c7dee65afaa",60,0,0,0,0,29,0,0,0,16,0,0,0,0,0,0,0,0,0,0,80,0,46,0
"2c7edeb92049df8dbbe402a73ef1247b",35,0,0,0,0,0,0,0,0,20,0,0,0,0,137,0,51,0,0,0,11,0,0,0
"2c93e632ac7df6733aca4c215309a093",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c99e9d4dbd7344798766318460bc89a",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
"2cffaf6f9b8ce320c364dd2a47aaffb0",135,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d62adb040f1ace245442f09ef93f0ce",23,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,20,0,0,0,0,0,0,0
"2d754076fecbbd992b12c048e029679f",534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d98fa777fdf85b2ba3c90bf7f35d374",436,0,0,0,0,0,0,0,0,130,0,0,0,156,188,0,164,0,0,0,0,0,0,0
"2dc430a9dc60fbacf282b9583b3d07fd",182,0,0,0,0,0,0,0,0,124,0,0,61,0,109,0,46,376,0,148,312,36,29,0
"2de829199f3565cdc12582d55c92478a",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e14fc6b852ef66f4b323e6b70373d2a",241,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,48,0,0,0,0,0,0,0
"2eea8d24d896598b2f0e6cdc2d5f4be1",210,0,0,0,0,0,0,0,0,137,0,0,0,0,105,0,138,48,0,0,16,0,0,0
"2f22f16d009993c5ce29f782317bcc8c",111,0,0,0,0,0,0,0,0,25,0,0,85,41,0,0,0,0,0,0,0,0,0,0
"2f5d81646f6fc8afd1a95c7d8ee35600",767,0,0,0,0,0,0,0,0,0,0,0,198,335,1099,0,273,389,0,388,548,0,0,0
"2f6237ba18914a328d59ddd8f4359315",217,0,0,0,0,0,0,0,0,105,0,0,0,0,114,0,58,60,0,44,599,0,0,0
"2fc57e79de44ed1f662497532b95668f",71,0,0,0,0,0,0,0,0,0,0,0,52,20,367,0,88,0,0,0,0,0,91,0
"2fe54dc5e8380e391f14656b987cebfc",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30014a5c8e66e04af065f1bc55b833c6",293,0,0,0,0,0,0,0,0,44,0,0,0,0,56,0,0,0,0,90,266,0,0,0
"30068bae9b8780dc9f5251a2b7c50084",132,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,35,0,25,103,0,0,0
"30cf4e068eab46aca8c69ebe88b6d665",28,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,62,0,0,0,0,0,0,0
"311bfce3b55e75cbc8ed5281f6d5c51b",326,0,0,0,0,0,0,0,139,0,0,0,361,393,1617,0,199,0,0,0,0,0,0,0
"3152207514dbef092ba6c74544c667af",366,0,0,0,0,0,0,0,0,116,0,0,0,0,165,0,51,0,0,0,0,0,0,0
"319fdcdef7671af914fc9f3b6431a4b2",109,0,0,0,0,0,0,0,0,102,0,0,0,0,78,0,43,841,0,164,395,0,0,0
"31b0b9d949d993247aa9788a755760b5",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31cdc80749c68444967558c828edd101",13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"31d4b4363c844bb0088a9c7a1e3931c2",27,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"31f1c6b0fc2ac518e94e7cadfe7f28a1",1899,0,0,0,0,0,0,0,0,1082,0,0,334,486,2558,0,549,0,0,0,0,0,0,0
"326c161b02e6cdfae68fa2b12b7fc0e3",86,0,0,4,12,31,75,68,32,41,51,0,35,9,239,0,112,33,47,0,0,6,64,0
"32a1de2e50f861d3faa0a10359894288",1677,0,0,0,0,0,0,0,0,587,0,0,363,231,828,0,142,0,0,0,0,0,0,0
"3305193a7e5714d91f4560db7110d4d6",38,0,0,0,0,0,0,0,0,33,0,0,0,0,114,0,132,0,0,0,0,0,0,0
"336f4af0c5cdc7493cdc671645bec834",438,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33b69fbe5944758f407cbf396a074ec0",42,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,46,0,0,0,0,0,0,0
"33e4ce0575c7bbfc7623cf2fe3813837",11,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,44,0,0,0,0,26,62,0
"33ff33adaab332f4861b6d701307a5d6",57,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,35,0,0,0,0,0,0,0
"34b36c0071414535f29d7558a25a8f3f",106,0,0,0,0,0,41,83,231,0,160,0,144,116,123,0,0,0,93,0,0,0,0,0
"34c12ef8aa8c2bcdc9c7161b07cb6901",4,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
"360867f296aa3990b51c54bc26c89a0d",197,0,0,0,0,0,0,0,0,94,0,0,0,0,223,0,73,63,0,69,76,0,0,0
"3611fee7d76e7e78c28682907f0ef243",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,22,100,0,0,0
"365f31d28ecbb56e10314af27a18d20b",111,0,0,0,0,0,0,0,0,19,0,0,124,0,0,0,80,0,0,0,0,36,0,0
"3754b474d7e5d262794cf0d3e078f006",18,0,0,0,0,0,0,0,0,0,0,0,0,19,90,0,47,0,0,0,0,0,59,0
"375a19c05f2419ae58e22572f87ed910",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39c8094dc969b646d81e79d8d3069cf4",49,0,0,0,0,0,0,0,0,56,0,0,38,34,116,0,0,67,0,0,0,0,0,0
"39f9479aaf160ee2fd7c82e24a28f54a",28,0,0,0,0,0,0,0,0,0,0,0,14,17,230,0,0,0,0,0,0,0,29,0
"3a1cc68b00fcf7abedce1ae570356e7f",601,0,0,0,0,0,0,0,0,326,0,0,0,0,71,0,122,374,0,90,425,158,136,0
"3abe7b903dd88bcbded7a0569811b25b",448,0,0,0,14,0,0,0,0,296,7,0,172,411,1585,0,396,142,0,0,153,1187,2172,0
"3b0baffb62b6b159bca69ab01080c729",38,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,37,0,0,0,0,0,0,0
"3b8a6a1e831ff317190dab9392eae0db",89,0,0,0,0,0,0,38,62,64,44,0,99,170,358,0,92,89,14,98,48,99,339,0
"3b9848bcf6e8ea84a7d5ba080be7fefe",1160,0,0,0,0,0,0,0,135,311,224,0,866,339,925,0,302,0,0,0,0,0,0,0
"3be704145c99829ffe61a9f637f79196",31,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
"3c3e75c3b55bf03ffd1143c3104fd097",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"3cb139c679813b5db4a21f95b1f673c5",225,0,0,0,0,0,0,0,0,154,0,0,165,76,305,0,0,0,0,0,0,0,0,0
"3cd8606df1e08a504de71c994afd008d",74,0,0,0,0,0,0,0,0,32,0,0,0,0,437,0,93,0,0,0,0,0,0,0
"3d0d96ced1f2cb596c86e245d598baa2",1134,0,0,0,0,0,0,0,53,727,0,0,433,610,2819,0,919,1459,0,317,372,1544,1628,0
"3d1bcf41baec18a6feb2ddb21c3c8b98",89,0,0,0,31,156,302,651,859,103,697,0,209,111,357,0,99,0,319,0,0,69,112,0
"3d623625dd144b8c83b0abf9aa98136a",88,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,155,0,0,187,0,0,0
"3d70040b527f888d81afe39e9c284af0",73,0,0,0,0,0,0,0,0,71,0,0,0,0,87,0,0,0,0,0,0,0,0,0
"3ddd5d323a1d697d0f432a69b5c0f22c",38,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e478e9828bc57aa04bb32c24c3e520c",7,0,0,0,0,0,0,0,0,5,0,0,0,89,38,0,47,273,0,42,55,0,0,0
"3e811f212d0ad13b9be0637a1da95d70",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ebca60786781ddd1b31091f84a86f7d",18,0,0,0,0,185,354,665,930,15,762,0,144,26,72,0,49,0,325,0,0,24,25,0
