"ASV_hash","Station_1","Station_10","Station_11","Station_12","Station_13","Station_14","Station_15","Station_16","Station_17","Station_18","Station_19","Station_2","Station_20","Station_21","Station_22","Station_23","Station_24","Station_25","Station_26","Station_28","Station_29","Station_3","Station_30","Station_31","Station_4","Station_5","Station_6","Station_7","Station_8","Station_9"
"57307846a1b4ae00e845bab77b044327",4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"59c028a229abcc39be4fd58507efde32",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ac009eb3b460ed398db166f94f21436",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,24,0,0,0,0,0,0,0,0,0,0,55,0
"5c968b591f71b4be67166dca8a40ba12",3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5e2faeee6674c1d747eefd6c8d0e2f9d",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"66bdd3c94b3b8a67626c85aa1bf27dc2",27,51,25,0,38,0,0,38,0,0,0,73,0,0,0,0,0,31,41,47,39,0,0,0,0,0,0,0,0,0
"6a6e51178c26e32f983e1778511b62f4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cf1910034583c319c18acf595a75013",20,13,0,0,0,0,0,0,24,0,10,0,0,0,32,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"6f84b0aec309fd50ec0102d60d2dba28",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"701643a9105c650becc947d0ba39c9d8",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f3523b909ab1d52532370f3fa8b87ff",76,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
"81324cb74071aaad39704a76947d8d7a",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"86917e711bff0e57728f8dddc07f92e0",4,11,0,0,0,9,0,0,0,3,3,0,3,0,7,0,3,0,20,18,3,0,0,0,6,0,0,0,0,0
"91a190536f3e12a5d02f8a9675f6d5e1",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0
"92626f2f1d450a4b79639dc3cd43b94e",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"96628aadd11f03e278d5d50c4c904f99",13,0,0,0,0,0,0,0,0,0,0,10,9,0,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"973d656acbfcaa9a45325de371c89a5d",75,97,63,112,74,57,129,77,72,88,56,0,122,83,83,184,99,93,88,156,140,51,0,0,0,74,78,80,122,0
"97568989e5c6dfdeb0c5cdf147818e59",149,6,0,0,75,0,0,60,35,0,4,7,0,30,96,253,19,12,15,124,0,13,0,0,0,6,0,5,25,0
"9a03e6df821544b4e519fd3b955bdc4d",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,258,114,194,0,0,0,0,0,0,0,0,0,0
"9b13d6d55aead6213551f3ca1b0393ce",5,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"9f613ed11d34ca60fe4ced444bd3e62a",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4bbf321b62347b786db54851177ca16",10,27,11,0,13,0,13,30,36,16,14,0,22,24,13,11,0,39,46,84,0,13,0,18,0,0,0,22,14,0
"a5345d7680e02e651bc60478ba492087",63,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,11,12,0,0,66,0
"a59cc42d97a8c37ca13e37e8d2ba5a90",7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,10,0,39,18,5,0,0,0,0,0,0,0,0
"a5c86106720da912b3cfe4a632b42041",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5e36927f646e5489b87487302053c01",12,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
"b9d0260e182d32e82cb2793eb7b8325d",68,0,0,0,0,0,0,0,0,0,44,0,0,0,50,0,0,0,62,108,0,30,0,0,0,0,0,0,0,0
"badcc2dff8b101cb0f1a8ecf39d80b82",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0,0
"bb2fbf0dea8867860eed84950d188261",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdef40253b51de6e3a02a3c09cf28663",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"beec05950c5b203d5b4ba494337ffffc",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"bfd417d8fefa07e2a689e81fd8e2c23f",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4fe8753ac558c4cd855d55d9ac1cd78",4,0,0,0,0,0,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cbab111de8d072e62e59e05b16d5765b",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ceb316f58c09ac3e9f02ae311b154338",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"d39a1a5ac15e598528d94dc92f9c64b7",8,8,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,13,0,24,4,0,0,99,0,0,0,0,0,0
"da7860c2a58e2a1c4695228366a86244",17,11,8,0,15,0,0,17,25,19,18,40,20,24,9,20,0,57,18,77,148,0,24,16,8,0,0,0,12,0
"dfe342a65c6f9dbef8cdfb81cc689b81",56,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e80613cf62e53ae088d814bed05a3f75",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e9d96cf8f88cba0d54b8e2b07414627b",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0
"ecf14f4e5dcf2014f5200c03abadd726",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,26,0,0,0,0,0,0
"f0331eee91cdaa0f30e897ef64841fe3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9c5107c50ab43996e917b184807e598",24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,41,0,0,0,0,0,0,27,0,0
"fe8d7422be43f27110b636c267d01fab",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,10,0,0,0,0,0,0,0,0
"02844e36bfee71a127da3fed7d8be4c4",0,16,0,0,0,0,10,6,4,0,0,0,8,0,12,0,0,17,0,18,0,0,0,0,0,0,0,8,6,0
"02ccbf5a0b54effceeab95b15bd965e4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04bb4879ae86944b8984acaabc6967cb",0,31,0,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"05b9d57d2604bebe2571530c26caf4b7",0,12,0,0,0,0,0,0,11,0,0,0,0,8,5,0,0,0,8,86,0,0,0,0,0,0,0,0,0,0
"0680c8e1521426113e6b3415484f1c1e",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,17,0,0
"0b7a0216742132aadf4541c6f3175331",0,4,0,10,0,0,0,0,0,12,6,0,0,0,0,0,0,16,19,10,0,0,0,0,0,0,0,0,0,0
"0ce53b0c3ed697e3511493e686f6d830",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11b448ff4278444e68bcb5c5a3865da0",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"1277ae83b35fe8e52f88209c15bd9efc",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1763013abf58682523843a8638ee027f",0,48,0,0,0,0,0,0,0,28,0,0,0,22,17,0,0,0,34,0,16,0,0,0,0,13,0,22,0,0
"1908180d21c41ee1b2fa99fb81006169",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19fd6fb5184c6116baa6a7aca73e2210",0,10,0,0,0,0,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a21c7a0007252a55ea4ea9ac08f8726",0,11,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0
"1aada01075c7c2b1e5ec55401aa25111",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c4d7ddd00719d96b960c4e16c309a2e",0,18,0,0,0,15,18,0,8,0,0,7,0,11,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0
"1d1d2f0ccdcbf92a462798c61ef037d7",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1d3222b899deabe8271b076db7362b86",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1eaa7f834e6ca7cd07f775849c83139b",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20474760ece4cbde53eb395206c1792f",0,5,0,45,0,0,2,0,7,4,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616ee29cd66ea0dda0642a71105f29b",0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294d044411ef66282ae75ce078b70acb",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29e423890ffb848a8c3da67157e007d2",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d3254af8f4428892e73720c5e1764fe",0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,14,35,0,0,0,0,0,0,0,0,12,0
"30c614adb3174bfe00e0d441dc685826",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3240bb9cd3d2f16e1727089fd4fb44ac",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34681b6f2ac53df2e3925b81f3c73227",0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0
"34de7d46e76358cf3c1be328178050d2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0
"357ae8f9c76907428a7ea58d7abaed95",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37130b9b9796e3669f186e62e8d6b803",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37e40cae0a95829b7125ee0a51ab8a05",0,3,2,0,3,0,2,4,0,5,0,0,0,0,0,0,0,19,23,26,0,6,0,0,0,0,0,0,0,0
"3f7614f2da2c08e79a5a7fdd0dc0fcdf",0,23,0,0,0,0,0,0,0,0,14,0,21,0,7,0,8,0,0,0,0,0,0,2,0,0,0,8,0,0
"41419a3fff82b71e858d045785e45ab5",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"428fdff16e960ac80c7adbea7cfd9ed2",0,8,0,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"4347759ada5d26da5549aa48e693bb6f",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"48030451a8987604758caf40e2840be7",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"49a6bb016729bab5d8921c9eb57e95f8",0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f1ac38ca8a3191fe9eebf77b6f82b23",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511a4720f21e990d5543d7c5afaf53a7",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"553ee94bf1c8ef5070f7fba78d894dbd",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568760d169e263c1823266e5154ea6b0",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56a590539525a65acc2476c5098678d2",0,33,0,0,18,24,0,0,25,0,0,0,0,26,0,14,14,55,26,132,0,0,0,0,0,0,0,15,12,0
"5bfd2bc02b7860a255aa34ec86e422fc",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e601d359a77c724b003f80ec914d07e",0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6052ff55d21c877c94c286820de83841",0,5,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60ebb08f215d6a9bb43b428e575d4f01",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"65cfdeb5a554c5987dbbc23450ccb1bb",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69d5e76a547453409f6d38913fd629c9",0,10,5,0,5,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"6b42d2a75dd79b96e77f6e5b7afaf44e",0,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6be63c8f3bbcca285e37e409df19f497",0,9,0,0,0,0,0,0,0,9,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d7fe285d7c38f5657ed922821cce45f",0,5,0,0,0,12,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750aa8ae079867edc31d5618f84c890b",0,8,8,26,0,0,0,8,18,0,0,8,0,9,0,10,0,0,18,0,38,15,13,4,0,0,0,21,6,0
"774187017e541ba65081072bbf69bdde",0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"7814ea40efe02c33308bfe94ff282bb8",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78dbf8d3abdcb89d952d4d1614b31967",0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ed4f0dea9f0ee7dd40c3327cc30d262",0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"8476bc71af76a882387bfd808e9e2cab",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a8c8fef9050fa1fa6327d47dc41d574",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d36d4716c3478ffe62270edaa52a8f2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"98725d7032cedae3ccee79a648a1a1f2",0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ae87d7472ceaec49903ed425443a19f",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e8d0c8a6f63d645196893746cca44a0",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e97b8e85bd7333b33b64863f930354f",0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,14,0
"a2471ce57c05bdf3f5f7b3d1270b6446",0,4,0,3,5,0,10,31,0,0,0,0,4,0,0,0,2,91,61,219,0,0,0,0,0,0,0,0,0,0
"a84d1ecd79880c796c3d76b46fac8679",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aa12f3dc71e0b3591bd56a848d591406",0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ae3152a7f52b3244d12ed289c752c85a",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b05cdb5292b6608061b8c50c39ab35fc",0,14,0,0,35,15,0,0,7,0,7,0,0,0,3,0,10,0,72,27,0,0,0,0,0,0,0,5,6,0
"b0645922dba0068ba006153ddca0f830",0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"b0dfb511fe10be645ac0633d4a7fcbe5",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b2c11ed6507509a475fbb57da7c36b48",0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,12,17,8,11,0,0,0,6,0,0,6,0,0
"b3fc2d33dde7815b368573e0b6c68f82",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b53f41f088e3a7b6f4e014dcf25c44e1",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b7b2f0c0d12b96484a8cdf3befdaaf27",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bbfe22867da330abe4875924562c57a6",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc8cecbb9e5d71a9057778df2456e989",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"bd212cedfae6fc28108e4b88db2de17e",0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"be2b4b413b1c10cd023ed066db190e60",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf7960aec5884b9dd1213a8570e65cd8",0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1caca1a956a6a88d59fd580b0312893",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"c70c27ea1aa3bd36cf7d1c6f3e6964f7",0,12,5,0,0,0,0,14,4,12,8,0,0,0,5,0,0,22,12,6,7,0,0,0,0,0,0,16,0,0
"c8cc9999fc91820c6228c24b7f92c7ff",0,8,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0
"ce9302f61ff41258fab7126404e60b07",0,11,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0
"d4bff50f1f495633f0f18793d8131304",0,179,0,0,0,0,0,0,0,112,0,0,0,0,0,178,0,0,0,0,0,134,0,0,0,0,0,0,0,0
"d639ac7ede548706f3c85204b29b3f13",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,0,0,0
"d94d8ff3720aff647774313c50ebfe03",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"daa2dab18f20efc03a807cd388a274ad",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de9b46501d422c73943ee767af83ad7c",0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"e0db2f8b3ed169cd264412c28c7764b2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7d8e5a01f7ba103cb0e5e94d89409cc",0,150,0,0,13,33,47,102,146,12,38,0,14,8,69,42,60,26,110,6,0,4,0,0,0,66,22,0,19,0
"e82f84c429a45fe5dd8e81b2d921e04d",0,7,0,10,0,0,0,0,69,54,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0
"e9bd4e5965c9a7d715b92560c86788c6",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"efb929dab5b419e313a0f25e24825a15",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f100143757c1e470072a773425a62847",0,55,0,0,0,0,28,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f3c32b4103539ea2928ba2912fb464c7",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"f7f9ef30ca777e975ebb0016fe73f972",0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"055ae88987890faf68df7ae2e85c58d9",0,0,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55cc2211b55acef50145d7ea8c31b09c",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71052a03dead5153b941c1282981f40f",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,20,0,0,0,0,0,0,0,0,0,0
"7fa9b0a89521c7a0277562f0f7417a7f",0,0,3,0,0,0,0,4,4,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
"815faa4c45870e0dec67577a2ca2d545",0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,9,4,17,0,0,0,0,0,0,3,0,0,0
